questions,lang
Ce înățime are Michael Jordan?,ro
What is the capital of Canada?,en
Was ist die Hauptstadt von Kanada?,de
¿Cuál es la capital de Canadá?,es
Qual è la capitale del Canada?,it
Quelle est la capitale du Canada?,fr
Wat is de hoofdstad van Canada?,nl
Care este capitala Canadei?,ro
Who is the governor of Wyoming?,en
Wer ist der Gouverneur von Wyoming?,de
¿Quién es el gobernador de Wyoming?,es
Chi è il governatore del Wyoming?,it
Qui est le gouverneur du Wyoming?,fr
Wie is de gouverneur van Wyoming?,nl
Cine este guvernatorul din Wyoming?,ro
Do Prince Harry and Prince William have the same parents?,en
Haben Prinz Harry und Prinz William dieselben Eltern?,de
¿Tienen el príncipe Harry y el prínciple William la misma madre?,es
Il principe Harry e il principe William hanno gli stessi genitoris?,it
Ont les princes Harry et William la même mère?,fr
Hebben prins Harry en prins William dezelfde ouders?,nl
Prințul Harry și Prințul William au aceiași părinți?,ro
Who was the father of Queen Elizabeth II?,en
Wer war der Vater von Königin Elizabeth II?,de
¿Quién fue el padre de la reina Isabel II?,es
Chi fu il padre della regina Elisabetta II?,it
Qui est le père de la reine Élisabeth II?,fr
Wie was de vader van koningin Elizabeth II?,nl
Cine a fost tatăl reginei Elisabeta a II-a?,ro
Which U.S. state has been admitted latest?,en
Welcher US-Bundesstaat wurde zuletzt aufgenommen?,de
¿Qué estado americano fué el último en ser admitido?,es
Quale stato degli Stati Uniti è stato ammesso per ultimo?,it
Quel état américan fut le dernier à être admis?,fr
Welke staat van de Verenigde Staten is als laatste toegetreden?,nl
Care stat american a fost recunoscut ultimul?,ro
How many languages are spoken in Turkmenistan?,en
Wieviele Sprachen werden in Turkmenistan gesprochen?,de
¿Cuántos idiomas se hablan en Turkmenistán?,es
Quante lingue sono parlate in Turkmenistan?,it
Combien de langues sont parlées au Turkménistan?,fr
Hoeveel talen worden er gesproken in Turkmenistan?,nl
Câte limbi sunt vorbite în Turkmenistan?,ro
Sean Parnell is the governor of which U.S. state?,en
Von welchem US-Bundesstaat ist Sean Parnell der Gouverneur?,de
¿De qué estado americano es Sean Parnell el gobernador?,es
Di quale stato americano Sean Parnell è governatore?,it
Quel est l'état américain dont Sean Parnelle st le gouverneur?,fr
Sean Parnell is de gouverneur van welke staat van de Verenigde Staten?,nl
Sean Parnell este guvernatorul cărui stat american?,ro
Give me all movies directed by Francis Ford Coppola.,en
"Gib mir alle Filme, bei denen Francis Ford Coppola Regie geführt hat.",de
Dame todas las películas que haya dirigido Francis Ford Coppola.,es
Dammi tutti i film diretti da Francis Ford Coppola.,it
Donnes-moi tous les films dont Francis réalisés par Francis Ford Coppola.,fr
Geef alle films die werden geregisseerd door Francis Ford Coppola.,nl
Dă-mi toate filmele regizate de Francis Ford Coppola.,ro
Give me all actors starring in movies directed by William Shatner.,en
"Gib mir alle Schauspieler von Filmen, in denen William Shatner Regie geführt hat.",de
Dame todos los actores de películas dirigidas por William Shatner.,es
Dammi tutti gli attori che recitano in film diretti da William Shatner.,it
Donnes-moi tous les acteurs qui ont joué dans des films réalisés par Williams Shatner.,fr
Geef alle acteurs van films waar William Shatner de regie van voerde.,nl
Dă-mi toți actorii care joacă roluri principale în filme regizate de William Shatner.,ro
Are tree frogs a type of amphibian?,en
Sind Laubfrösche Amphibien?,de
¿Son las ranas verdes un tipo de anfibio?,es
Le rane verdi sono un tipo di anfibio?,it
Sont les grenouilles arboricoles un type d'amphibiens?,fr
Zijn boomkikkers een soort amfibie?,nl
Sunt broaștele de copac un tip de amfibieni?,ro
What is the birth name of Angela Merkel?,en
Was ist der Geburtsname von Angela Merkel?,de
¿Cuál es el nombre de soltera de Angela Merkel?,es
Qual è il nome da nubile di Angela Merkel?,it
Quel est le nom de jeune fille d'Angela Merkel?,fr
Wat is de meisjesnaam van Angela Merkel?,nl
Care este numele de domnișoară al Angelei Merkel?,ro
Give me all Methodist politicians.,en
"Gib mir alle Politiker, die Methodisten sind.",de
Dame todos los políticos que sean metodístas.,es
Dammi tutti i politici metodisti.,it
Donnes-moi tous les politiciens qui sont méthodistes.,fr
Geef alle politici die methodist zijn.,nl
Dă-mi toți politicienii metodiști,ro
How often did Jane Fonda marry?,en
Wie oft hat Jane Fonda geheiratet?,de
¿Cuántas veces ha estado casada Jane Fonda?,es
Quante volte si è sposata Jane Fonda?,it
Combien de fois s'est mariée Jane Fonda?,fr
Hoe vaak is Jane Fonda getrouwd?,nl
Cât de des s-a măritat Jane Fonda?,ro
Give me all Australian nonprofit organizations.,en
Gib mir alle gemeinnützigen Organisationen in Australien.,de
Dame todas las organizaciones benéficas de Australia.,es
Dammi tutte le organizzazioni australiane non a scopo di lucro.,it
Donnes-moi toutes les associations australiennes à but non lucratif.,fr
Noem alle Australische organisaties zonder winstoogmerk.,nl
Dă-mi toate organizațiile non-profit din Australia.,ro
In which military conflicts did Lawrence of Arabia participate?,en
An welchen militärischen Auseinandersetzungen war Lawrence von Arabien beteiligt?,de
¿En qué conflictos militares participó Lawrence de Arabia?,es
A quali conflitti militari ha partecipato Lawrence d'Arabia?,it
Dans quels conflits militaires a participé Lawrence d'Arabie?,fr
Bij welke militaire conflicten was Lawrence of Arabia betrokken?,nl
În care conflicte militare a participat Lawrence al Arabiei?,ro
Who developed Minecraft?,en
Wer hat Minecraft entwickelt?,de
¿Quién desarrolló Minecraft?,es
Chi ha sviluppato Minecraft?,it
Qui a dévelopé Minecraft?,fr
Wie ontwikkelde Minecraft?,nl
Cine a dezvoltat Minecraft?,ro
What is the melting point of copper?,en
Wo liegt der Schmelzpunkt von Kupfer?,de
¿Cúal es el punto de fusión del cobre?,es
Qual è il punto di fusione del rame?,it
Quel est le point de fusion du cuivre?,fr
Wat is het smeltpunt van koper?,nl
Care este punctul de topire al cuprului?,ro
Give me all sister cities of Brno.,en
Gib mir alle Partnerstädte von Brno.,de
Dame las ciudades hermanadas con Brno.,es
Dammi tutte le città gemellate con Brno.,it
Quels sont les villes jumelles de Brno?,fr
Geef alle zustersteden van Brno.,nl
Dă-mi toate orașele înfrățite cu Brno.,ro
How many inhabitants does Maribor have?,en
Wieviele Einwohner hat Maribor?,de
¿Cuántos habitantes tiene Maribor?,es
Quanti abitanti ha Maribor?,it
Combien d'habitants a Maribor?,fr
Hoeveel inwoners heeft Maribor?,nl
Câți locuitori are Maribor?,ro
Give me all companies in Munich.,en
Gib mir alle Unternehmen in München.,de
Dame todas las empresas de Munich?,es
Dammi tutte le aziende di Monaco.,it
Donnes moi toutes les entreprises de Munich.,fr
Noem alle bedrijven in München.,nl
Dă-mi toate companiile din München,ro
How tall is Claudia Schiffer?,en
Wie groß ist Claudia Schiffer?,de
¿Cómo de alta es Claudia Schiffer?,es
Quanto è alta Claudia Schiffer?,it
Quelle est la taille de Claudia Schiffer?,fr
Hoe lang is Claudia Schiffer?,nl
Ce înălțime are Claudia Schiffer?,ro
List all games by GMT.,en
Liste alle Spiele von GMT auf.,de
Dame todos los juegos de GMT.,es
Elenca tutti i giochi di GMT.,it
Donne-moi tous les jeux de GMT.,fr
Noem alle spelen van GMT.,nl
Enumeră toate jocurile de GMT,ro
Who founded Intel?,en
Wer hat Intel gegründet?,de
¿Quién fundó Intel?,es
Chi ha fondato Intel?,it
Qui a fondé Intel?,fr
Wie is de oprichter van Intel?,nl
Cine a fondat Intel?,ro
Who is the husband of Amanda Palmer?,en
Wer ist der Mann von Amanda Palmer?,de
¿Quién es el marido de Amanda Palmer?,es
Chi è il marito di Amanda Palmer?,it
Qui est l'épou d'Amanda Palmer?,fr
Wie is de echtgenoot van Amanda Palmer?,nl
Cine este soțul Amandei Palmer?,ro
Give me all breeds of the German Shepherd dog.,en
Gib mir alle Schäferhundrassen.,de
Dame todas las razas de pastor alemán.,es
Dammi tutte le razze del pastore tedesco.,it
Donnes-moi toutes les races de bergers allemands.,fr
Noem alle soorten Duitse herders.,nl
Dă-mi toate rasele câinelui Ciobănesc German.,ro
Which cities does the Weser flow through?,en
Durch welche Städte fließt die Weser?,de
¿Por qué ciudades pasa el río Weser?,es
Attraverso quali città scorre il fiume Weser?,it
Quels sont les villes traversées par la Weser?,fr
Door welke steden loopt de Weser?,nl
Ce orașe străbate Weserul?,ro
Which countries are connected by the Rhine?,en
Welche Länder verbindet der Rhein?,de
¿Qué países une el Rhin?,es
Quali stati sono collegati dal Reno?,it
Quels sont les pays connectés pas le Rhin?,fr
Welke landen worden door de Rijn verbonden?,nl
Ce țări sunt unite de Rin?,ro
Which professional surfers were born in Australia?,en
Welche Profisurfer wurden in Australien geboren?,de
¿Qué surfistas profesionales nacieron en Australia?,es
Quali surfisti professionisti sono nati in Australia?,it
Quels surfeurs professionels sont nés en Australie?,fr
Welke professionele surfers werden geboren in Australië?,nl
Ce surferi profesioniști s-au născut în Australia?,ro
What is the average temperature on Hawaii?,en
Was ist die Durchschnittstemperatur auf Hawaii?,de
¿Cuál es la temperature media en Hawaii?,es
Qual è la temperatura media nelle Hawaii?,it
Quelle est la température moyenne à Hawaii?,fr
Wat is de gemiddelde temperatuur op Hawaii?,nl
Care este temperatura medie în Hawaii?,ro
In which UK city are the headquarters of the MI6?,en
In welcher Stadt im Vereinigten Königreich ist das Hauptquartier des MI6?,de
¿En qué ciudad del reino unido se encuentra el cuartel genetal del MI6?,es
In quale città del Regno Unito si trova il quartier generale del MI6?,it
Dans quelle ville anglaise se trouvent les quartiers genéraux du MI6?,fr
In welke Britse stad is het hoofdkwartier van MI6 gevestigd?,nl
În care oraș din Regatul Unit se află cartierul general al MI6?,ro
Which other weapons did the designer of the Uzi develop?,en
Welche anderen Waffen hat der Erfinder der Uzi entwickelt?,de
¿Qué otras armas desarrolló el inventor del Uzi?,es
Quali altre armi sono state progettate dall'inventore dell'Uzi?,it
Quels autres armes ont été developées par l'inventeur de l'Uzi?,fr
Welke andere wapens heeft de uitvinder van de Uzi ontwikkeld?,nl
Ce alte arme a realizat proiectantul Uzi?,ro
Who created Goofy?,en
Wer hat Goofy erfunden?,de
¿Quién es el creador de Goofy?,es
Chi è il creatore di Pippo?,it
Qui est le créateur de Goofy?,fr
Wie bedacht Goofy?,nl
Cine l-a creat pe Goofy?,ro
Was the Cuban Missile Crisis earlier than the Bay of Pigs Invasion?,en
War die Kubakrise vor der Schweinebuchtinvasion?,de
¿Fué la crisis de cuba antes de la invasión de bahía de cochinos?,es
La crisi dei missili di Cuba avvenne prima dello sbarco nella Baia dei Porci?,it
La crise des missiles de Cuba a-t-elle eu lieu avant the débarquement de la baie des Cochons?,fr
Was de Cubacrisis eerder dan de invasie in de Varkensbaai?,nl
A avut loc mai devreme Criza rachetelor din Cuba decât Invazia din Golful Porcilor?,ro
Give me all islands that belong to Japan.,en
"Gib mir alle Inseln, die zu Japan gehören.",de
Dame todas la islas que pertenezcan a Japón.,es
Dammi tutte le isole che appartengono al Giappone.,it
Donnes-moi toutes les îles qui appartiennent aux Japon.,fr
Geef alle eilanden die behoren tot Japan.,nl
Dă-mi toate insulele care aparțin Japoniei.,ro
Who invented the zipper?,en
Wer hat den Reisverschluss erfunden?,de
¿Quién inventó la cremallera?,es
Chi ha inventato la cerniera lampo?,it
Qui a inventé la fermeture éclair?,fr
Wie heeft de ritssluiting uitgevonden?,nl
Cine a inventat fermoarul?,ro
What is the ruling party in Lisbon?,en
Welche Partei regiert in Lissabon?,de
¿Qué partido gobierna en Lisboa?,es
Qual è il partito che governa Lisbona?,it
Quel est le parti au pouvoir à Lisbonne?,fr
Welke partij is aan de macht in Lissabon?,nl
Care este partidul la putere în Lisabona?,ro
What are the nicknames of San Francisco?,en
Was sind die Spitznamen von San Francisco?,de
¿Cuál es el apodo de San Francisco?,es
Quali sono i soprannomi di San Francisco?,it
Quels sont les surnoms de San Francisco?,fr
Wat zijn bijnamen van San Francisco?,nl
Care sunt poreclele pentru San Francisco?,ro
Which Greek goddesses dwelt on Mount Olympus?,en
Welche griechischen Göttinnen bewohnten den Olymp?,de
¿Qué diosas griegas habitan el Olimpo?,es
Quale dea greca risiedeva sul monte Olimpo?,it
Quelles déesses grecques habitent sur l'Olympe?,fr
Welke Griekse godinnen woonden op de Olympus?,nl
 Care zeiță greacă a locuit pe Muntele Olimp?,ro
When were the Hells Angels founded?,en
Wann wurden die Hells Angels gegründet?,de
¿Cúando se fundaron los Hells Angels?,es
Quando si sono formati gli Hells Angels?,it
Quand ont-été fondé les Hells Angels?,fr
Wanneer zijn de Hells Angels opgericht?,nl
Când a fost înființată Hell Angels?,ro
Give me all Apollo 14 astronauts.,en
Gib mir alle Apollo-14-Astronauten.,de
Dame todos los astronautas de Apolo 14?,es
Dammi gli astronauti dell'Apollo 14.,it
Donnes-moi tous les astronautes d'Apollo 14.,fr
Geef de astronauten van Apollo 14.,nl
Dă-mi toți astronauții Apollo 14.,ro
What is the time zone of Salt Lake City?,en
In welcher Zeitzone liegt Salt Lake City?,de
¿En qué zona horaria se encuentra Salt Lake City?,es
In quale fuso orario si trova Salt Lake City?,it
Quel est le fuseau horaire de Salt Lake City?,fr
In welke tijdzone ligt Salt Lake City?,nl
Care este fusul orar din Salt Lake City?,ro
Which U.S. states are in the same time zone as Utah?,en
Welche US-Bundesstaaten liegen in derselben Zeitzone wie Utah?,de
¿Qué estados americanos se encuentran en la misma zona que Utah?,es
Quali stati degli Stati Uniti d'America si trovano nello stesso fuso orario dello Utah?,it
Quels états américains sont dans le même fuseau horaire que l'Utah?,fr
Welke staten van de Verenigde Staten liggen in dezelfde tijdzone als Utah?,nl
Care state americane sunt pe același fus orar ca Utah?,ro
Give me the capitals of all countries in Africa.,en
Gib mir die Haupstädte von allen Ländern in Afrika.,de
Dame las capitales de todos los países africanos.,es
Dammi le capitali di tutti gli stati dell'Africa.,it
Donnes-moi la capitale de chaque pays d'Afrique.,fr
Noem de hoofdsteden van alle landen in Afrika.,nl
Dă-mi capitalele tuturor țărilor din Africa.,ro
Give me a list of all lakes in Denmark.,en
Gib mir eine Liste aller Seen in Dänemark.,de
Dame una lista de todos los lagos en Dinamarca.,es
Dammi una lista di tutti i laghi della Danimarca.,it
Donnes-moi tous les lacs du Danemark.,fr
Noem alle meren in Denemarken.,nl
Dă-mi o listă a tuturor lacurilor din Danemarca.,ro
How many missions does the Soyuz programme have?,en
Wieviele Missionen umfasst das Soyuz-Programm?,de
¿Cuántas misiones tiene el programa Soyuz?,es
Quante missioni ha il programma Sojuz?,it
Donne-moi le nombre de missions Soyouz.,fr
Hoeveel missies zijn er in het Soyuz programma?,nl
Câte misiuni are programul Soyuz?,ro
Did Socrates influence Aristotle?,en
Hat Sokrates Aristoteles beeinflusst?,de
¿Tuvo Sócrates influencia sobre Aristóteles?,es
Socrate ha influenzato Aristotele?,it
Socrate a-t-il influencé Aristote?,fr
Beïnvloedde Socrates Aristoteles?,nl
L-a influențat Socrate pe Aristotel?,ro
Give me all Danish movies.,en
Gib mir alle dänischen Filme.,de
Dame todas las películas danesas.,es
Dammi tutti i film danesi.,it
Donnes-moi tous les films danois.,fr
Noem alle Deense films.,nl
Dă-mi toate filmele daneze.,ro
Give me all launch pads operated by NASA.,en
Gib mir alle von der NASA betriebenen Startrampen.,de
Dame todas las plataformas de lanzamiento operadas por la NASA.,es
Dammi tutte le rampe di lancio gestite dalla NASA.,it
Donnes-moi toutes les rampes de lancements des Etats-unis.,fr
Noem alle lanceerplatformen van de NASA.,nl
Dă-mi toate rampele de lansare operate de către NASA.,ro
Which instruments does Cat Stevens play?,en
Welche Instrumente spielt Cat Stevens?,de
¿Qué instrumentos tocaba Cat Stevens?,es
Quali strumenti suona Cat Stevens?,it
Quels instruments joue Cat Stevens?,fr
Welke instrumenten speeld Cat Stevens?,nl
La ce instrumente cântă Cat Stevens?,ro
Which ships were called after Benjamin Franklin?,en
Welche Schiffe wurden nach Benjamin Franklin benannt?,de
¿Qué barcos fueron bautizados en honor a Benjamin Franklin?,es
Quali navi sono state battezzate in onore di Benjamin Franklin?,it
Quels bâteaux portent le nom de Benjamin Franklin?,fr
Welke schepen zijn genoemd naar Benjamin Franklin?,nl
Ce nave au fost numite după Benjamin Franklin?,ro
Who are the parents of the wife of Juan Carlos I?,en
Wer sind die Eltern der Frau von Juan Carlos I?,de
¿Quién son los padres de la esposa de Juan Carlos I?,es
Chi sono i genitori della moglie di Juan Carlos I?,it
Qui sont les parents de l'épouse de Juan Carlos Ier?,fr
Hoe heten de ouders van de vrouw van Juan Carlos I?,nl
Cine sunt părinții soției lui Juan Carlos I?,ro
How many employees does Google have?,en
Wieviele Angestellte hat Google?,de
¿Cuántos empleados tiene Google?,es
Quanti dipendenti ha Google?,it
Combien d'employés a Google?,fr
Hoeveel werknemers heeft Google?,nl
Câți angajați are Google?,ro
Did Tesla win a nobel prize in physics?,en
Hat Tesla den Nobelpreis für Physik gewonnen?,de
¿Obtuvo Tesla el premio nobel de física?,es
Tesla ha vinto un premio Nobel per la fisica?,it
Tesla a-t-il recu le prix Nobel?,fr
Heeft Tesla ooit de Nobelprijs voor de Natuurkunde gewonnen?,nl
A câștigat Tesla un premiu Nobel pentru fizică?,ro
Give me all cities in New Jersey with more than 100000 inhabitants.,en
"Gib mir alle Städte in New Jersey, die mehr als 100000 Einwohner haben.",de
Dame todas las cuidades en New Jersey que tengan más de 100000 habitantes.,es
Dammi tutte le città del New Jersey con più di 100000 abitanti.,it
Donnes-moi toutes les villes du New Jersey avec plus de 100000 habitants.,fr
Geef alle steden in New Jersey met meer dan 100000 inwoners.,nl
Dă-mi toate orașele din New Jersey cu mai mult de 100000 de locuitori.,ro
Is Rita Wilson the wife of Tom Hanks?,en
Ist Rita Wilson die Frau von Tom Hanks?,de
¿Es Rita Wilson la esposa de Tom Hanks?,es
Rita Wilson è la moglie di Tom Hanks?,it
Rita Wilson est-elle l'épouse de Tom Hanks?,fr
Is Rita Wilson de vrouw van Tom Hanks?,nl
Este Rita Wilson soția lui Tom Hanks?,ro
When was the Statue of Liberty built?,en
Wann wurde die Freiheitsstatue erbaut?,de
¿Cuándo fue construída la estatua de la libertad?,es
Quando è stata costruita la Statua della Libertà?,it
Quand a-t-été construit la statue de la liberté?,fr
Wanneer werd het Vrijheidsbeeld gebouwd?,nl
Când a fost construită Statuia Libertății?,ro
In which U.S. state is Fort Knox located?,en
In welchem US-Bundesstaat liegt Fort Knox?,de
¿En qué estado american se encuentra Fort Knox?,es
In quale stato americano si trova Fort Knox?,it
Dans quel état américain se trouve Fort Knox?,fr
In welke staat van de Verenigde Staten ligt Fort Knox?,nl
În ce stat american este situat Fort Knox?,ro
How many children did Benjamin Franklin have?,en
Wieviele Kinder hatte Benjamin Franklin?,de
¿Cuántos hijos tuvo Benjamin Franklin?,es
Quanti figli ebbe Benjamin Franklin?,it
Combien d'enfants Benjamin Franklin avait-il?,fr
Hoeveel kinderen had Benjamin Franklin?,nl
