questions,lang
Hoe vaak is Michael Jackson gescheiden?,nl
Who designed the Brooklyn Bridge?,en
Wer hat die Brooklyn Bridge entworfen?,de
¿Quién diseñó la Brooklyn Bridge?,es
Chi ha progettato il ponte di Brooklyn?,it
Qui a conçu le pont de Brooklyn?,fr
Wie ontwierp de Brooklyn Bridge?,nl
Which classis do tree frogs belong to?,en
Welcher Klasse gehören Laubfrösche an?,de
¿A qué especie pertenece la rana verde?,es
A quale specie appartiene la rana verde?,it
A quelle classe apartiennent les grenouilles arboricoles?,fr
Tot welke klasse behoren boomkikkers?,nl
Was Natalie Portman born in the United States?,en
Wurde Natalie Portman in den Vereinigten Staaten geboren?,de
¿Nació Natalie Portman en los estados unidos de américa?,es
"Natalie Portman, nata, Stati Uniti d'America",it
Natalie Portman est-elle née aux Etats-Unis?,fr
Werd Natalie Portman geboren in de Verenigde Staten?,nl
Which countries have more than two official languages?,en
Welche Länder haben mehr als zwei Amtssprachen?,de
¿Qué países tienes más de dos lenguas oficiales?,es
Quali stati hanno più di due lingue ufficiali?,it
Quels pays ont plus de deux langues officielles?,fr
Welke landen hebben meer dan twee officiële talen?,nl
When did Latvia join the EU?,en
Wann ist Lettland der EU beigetreten?,de
¿Cuándo ingresó Letonia a la unión europea?,es
Quando la Lettonia è entrata nell'Unione Europea?,it
Quand est la Lettonie devenue membre de l'Union européene?,fr
Wanneer trad Letland toe tot de EU?,nl
Who created Goofy?,en
Wer hat Goofy erfunden?,de
¿Quién es el creador de Goofy?,es
Chi è il creatore di Goofy?,it
Qui est le créateur de Goofy?,fr
Wie bedacht Goofy?,nl
Give me all soccer clubs in Spain.,en
Gib mir alle Fußballvereine in Spanien.,de
Dame todos los club de fútbol de España.,es
Dammi tutti i club calcistici della Spagna,it
Donnes-moi tous les clubs de football d'Espagne.,fr
Noem alle Spaanse voetbalclubs.,nl
Who is the mayor of New York City?,en
Wer ist der Bürgermeister von New York City?,de
¿Quién es el alcalde de la cuidad de Nueva York?,es
Chi è il sindaco della città di New York?,it
Qui est le maire de New York City?,fr
Wie is de burgemeester van New York?,nl
Which organizations were founded in 1950?,en
Welche Unternehmen wurden 1950 gegründet?,de
¿Qué empresas fueron fundadas en 1950?,es
Quali aziende sono state fondate nel 1950?,it
Quels organisations ont été fondées en 1950?,fr
Welke organisaties werden opgericht in 1950?,nl
Which presidents were born in 1945?,en
Welche Präsidenten wurden 1945 geboren?,de
¿Qué presidentes nacieron en 1945?,es
Quali presidenti sono nati nel 1945?,it
Quels présidents sont nés en 1945?,fr
Welke presidenten werden geboren in 1945?,nl
Through which countries does the Yenisei river flow?,en
Durch welche Länder fließt der Yenisei?,de
¿Por qué países fluye el río Yenisei?,es
Attraverso quali stati scorre il fiume Yenisei?,it
Quels sont les pays traversés par l'Ienisseï?,fr
Door welke landen stroomt de Jenisej?,nl
Which museum exhibits The Scream by Munch?,en
In welchem Museum ist Der Schrei von Munch ausgestellt?,de
¿En qué museo está expuesto el Grito de Munch?,es
Quale museo è esposto l'Urlo di Munch?,it
Dans quel musée est exposé Le Cri de Munch?,fr
In welk museum hangt De Schreeuw van Munch?,nl
Which budget did the first movie of Zdenek Sverak have?,en
Welches Budget hatte der erste Film von Zdenek Sverak?,de
¿Cuál fué el presupuesto de la primera película de Zdenek Sverak?,es
Che budget ebbe il primo film di Zdenek Sverak?,it
Quel était le budget du premier film de Zdenek Sverak?,fr
Welk budget had de eerste film van Zdenek Sverak,nl
Give me the capitals of all countries in Africa.,en
Gib mir die Haupstädte von allen Ländern in Afrika.,de
Dame las capitales de todos los países africanos.,es
Dammi le capitali di tutti gli stati dell'Africa.,it
Donnes-moi la capitale de chaque pays d'Afrique.,fr
Noem de hoofdsteden van alle landen in Afrika.,nl
Which states border Illinois?,en
Welche Staaten grenzen an Illinois?,de
¿Qué estados tienen frontera con Illinois?,es
Con quali stati confina l'Illinois?,it
Quels sont les états voisins de l'Illinois?,fr
Welke staten grenzen aan Illinois?,nl
Which countries have places with more than two caves?,en
In welchen Ländern gibt es Orte mit mehr als zwei Höhlen?,de
¿Qué países tienen lugares con más de dos cuevas?,es
Quali nazioni hanno luoghi con più di due grotte?,it
Quels pays ont des lieux avec plus de deux grottes?,fr
Welke landen hebben plaatsen met meer dan twee grotten?,nl
Which European countries have a constitutional monarchy?,en
Welche europäischen Länder haben eine konstitutionelle Monarchie?,de
¿Qué países europeos tienen una monarquía constitucional?,es
Quali nazioni europee hanno una monarchia costituzionale?,it
Quels pays d'Europe ont une monarchie constitutionnelle?,fr
Welke Europese landen zijn een constitutionele monarchie?,nl
What is the highest mountain in Australia?,en
Was ist der höchste Berg in Australien?,de
¿Cuál es la montaña más alta de Australia?,es
Qual è la montagna più alta d'Australia?,it
Quelle est la plus haute montagne d'Australie?,fr
Wat is de hoogste berg van Australië?,nl
Which capitals in Europe were host cities of the summer olympic games?,en
In welchen europäischen Hauptstädten fanden olympische Sommerspiele statt?,de
¿En qué capitales europeas tuvieron lugar los juegos olímpicos de verano?,es
Quali capitali europee hanno ospitato i giochi olimpici estivi?,it
Quelles capitales européenes ont été hôtes de jeux olympiques d'été?,fr
In welke Europese hoofdsteden waren de Olympische Zomerspelen?,nl
Who was the wife of U.S. president Lincoln?,en
Wer war die Frau von US-Präsident Lincoln?,de
¿Quién fué la mujer del presidente americano Lincoln?,es
Chi era la moglie del presidente degli Stati Uniti Lincoln?,it
Qui était l'épouse du président américain Lincoln?,fr
Wie was de vrouw van de Amerikaanse president Lincoln?,nl
"Which airports are located in California, USA?",en
Welche Flughäfen gibt es in Kalifornien?,de
¿Cuántos aeropuertos hay en California?,es
"Quali aeroporti sono situati in California, Stati Uniti?",it
Quels aéroports se trouvent en Californie?,fr
Welke vliegvelden liggen in Californië?,nl
Is Christian Bale starring in Batman Begins?,en
Spielt Christian Bale in Batman Begins mit?,de
¿Actúa Christian Bale en Batman Begins?,es
Christian Bale ha recitato in Batman Begins?,it
Christian Bale joue-t-il dans Batman Begins?,fr
Speelt Christian Bale in Batman Begins?,nl
In which programming language is GIMP written?,en
In welcher Programmiersprache wurde GIMP geschrieben?,de
¿En qué lenguaje de programación esta programado GIMP?,es
In quale linguaggio di programmazione è scritto GIMP?,it
En quel langage de programmation a été écrit GIMP?,fr
In welke programmeertaal is GIMP geschreven?,nl
In which country is the Limerick Lake?,en
In welchem Land befindet sich der Limerick Lake?,de
¿En qué país se encuentra el lago Limerick?,es
In quale stato si trova il lago Limerick?,it
Dans quel pays se trouve le lac Limerick?,fr
In welk land ligt Limerick Lake?,nl
Which monarchs of the United Kingdom were married to a German?,en
Welche Monarchen des Vereinigten Königreichs waren mit jemand deutschem verheiratet?,de
¿Qué monárcas del reino unido estaban casados con una persona alemana?,es
Quali monarchi del Regno Unito erano sposati a persone tedesche?,it
Quels monarques du Royaume-Uni ont épousé une personne allemande?,fr
Welke monarchen van het Verenigd Koninkrijk waren getrouwd met een Duitser?,nl
Give me all female German chancellors.,en
Gib mir alle deutschen Kanzlerinnen.,de
Dame todas las cancilleres alemanas.,es
Dammi tutte le cancelliere tedesche.,it
Donnes-moi tous les chancelières allemandes.,fr
Geef me alle vrouwelijke Duitse bondskanseliers.,nl
Give me all video games published by Mean Hamster Software.,en
Gib mir alle Videospiele von Mean Hamster Software.,de
Dame todos los videojuegos de Mean Hamster Software.,es
Dammi tutti i videogiochi di Mean Hamster Software.,it
Donnes-moi tous les jeux vidéos publiés par Mean Hamster Software.,fr
Geef me alle videogames van Mean Hamster Software.,nl
Who produced films starring Natalie Portman?,en
"Wer produzierte Filme, in denen Natalie Portman mitspielt?",de
¿Quién ha producido películas en las que actua Natalie Portman?,es
Chi ha prodotto i film in cui recita Natalie Portman?,it
Qui a produit des films dans lesquels joue Natalie Portman?,fr
Wie produceerde films waarin Natalie Portman speelde?,nl
In which films did Julia Roberts as well as Richard Gere play?,en
In welchen Filmen spielen sowohl Julia Roberts als auch Richard Gere mit?,de
¿En qué películas actúan Julia Roberts y Richard Gere?,es
In quali film recitano sia Julia Roberts che Richard Gere?,it
Dans quels films jouent Julia Roberts et Richard Gere?,fr
In welke films speelden zowel Julia Roberts als Richard Gere?,nl
How many films did Leonardo DiCaprio star in?,en
In wievielen Filmen hat Leonardo DiCaprio mitgespielt?,de
¿En cuántas películas ha actuado Leonardo DiCaprio?,es
In quanti film ha recitato Leonardo DiCaprio?,it
Dans combien de films Leonard DiCaprio a-t-il joué?,fr
In hoeveel films speelde Leonardo DiCaprio?,nl
Give me all school types.,en
Gib mir alle Schultypen.,de
Dame todos los tipos de escuela.,es
Dammi tutti i tipi di scuola.,it
Donnes-moi tous ley types d'écoles.,fr
Noem alle schooltypes.,nl
Give me the birthdays of all actors of the television show Charmed.,en
Gib mir die Geburtstage von allen Darstellern der Fernsehserie Charmed.,de
Dame los cumpleaños de los actores de la serie de televisión Charmed.,es
Dammi le date dei compleanni di tutti gli attori della serie televisiva Charmed.,it
Donnes-moi les dates de naissance des acteurs de la série télévisée Charmed.,fr
Noem de verjaardag van alle acteurs uit de televisieserie Charmed.,nl
In which city did John F. Kennedy die?,en
In welcher Stadt ist John F. Kennedy gestorben?,de
¿En qué ciudad murió John F. Kennedy?,es
In quale città morì John F. Kennedy?,it
Dans quelle ville est mort John F. Kennedy?,fr
In welke stad kwam John F. Kennedy om het leven?,nl
How many monarchical countries are there in Europe?,en
Wieviele Monarchien gibt es in Europa?,de
¿Cuántas monarquías existen en Europa?,es
Quante monarchie ci sono in Europa?,it
Combien de monarchies existent en Europe?,fr
Hoeveel monarchieën zijn er in Europa?,nl
Give me all presidents of the United States.,en
Gib mir alle Präsidenten der Vereinigten Staaten.,de
Dame todos los presidentes de los estados unidos de américa.,es
Dammi tutti i presidenti degli Stati Uniti.,it
Donnes-moi tous les présidents des Etats-Unis.,fr
Noem alle presidenten van de Verenigde Staten.,nl
Who produced the most films?,en
Wer hat die meisten Filme produziert?,de
¿Quién ha producido más películas?,es
Chi ha prodotto più film?,it
Qui a produit le plus de films?,fr
Wie produceerde de meeste films?,nl
Which languages are spoken in Estonia?,en
Welche Sprachen werden in Estland gesprochen?,de
¿Qué idiomas se hablan en Estonia?,es
Quali lingue sono parlate in Estonia?,it
Quelles langues parle-t-on en Estonie?,fr
Welke talen worden gesproken in Estland?,nl
Is there a video game called Battle Chess?,en
"Gibt es ein Videospiel, das Battle Chess heißt?",de
¿Hay algún videojuego que se llame Battle Chess?,es
Esiste un videogioco che si chiama Battle Chess?,it
Existe-t-il un jeu vidéo appelé Battle Chess?,fr
Bestaat er een videospel met de naam Battle Chess?,nl
Which mountains are higher than the Nanga Parbat?,en
Welche Berge sind höher als der Nanga Parbat?,de
¿Qué montañas son más altas que el Nanga Parbat?,es
Quali montagne sono più alte del Nanga Parbat?,it
Quelles montagnes sont plus hautes que le Nanga Parbat?,fr
Welke bergen zijn hoger dan de Nanga Parbat?,nl
When is the movie Worst Case Scenario going to be in cinemas in the Netherlands?,en
Wann kommt der Film Worst Case Scenario in den Niederlanden in die Kinos?,de
¿Cuándo se estrena la película Worst Case Scenario en los países bajos?,es
Quando verrà proiettato il film Worst Case Scenario al cinema nei Paesi Bassi?,it
Quand sera la film Worst Case Scenario à voir dans les cinémas néerlandais?,fr
Wanneer komt de film Worst Case Scenario in Nederland in de bioscoop?,nl
Is Jens Friebe a vegan?,en
Ist Jens Friebe Veganer?,de
¿Es Jens Friebe vegano?,es
Jens Friebe è vegano?,it
Jens Friebe est-il un végétarien?,fr
Is Jens Friebe vegetariër?,nl
Which telecommunications organizations are located in Belgium?,en
Welche Telekommunikationsunternehmen haben ihren Sitz in Belgien?,de
¿Qué empresas de telecomunicaciones tienen su sede en Bélgica?,es
Quali aziende di telecomunicazioni hanno sede in Belgio?,it
Quelles agences de télécommunication sont situées en Belgique?,fr
Welke telecom-bedrijven zijn gevestigd in België?,nl
Which companies work in the aerospace industry as well as on nuclear reactor technology?,en
Welche Unternehmen sind sowohl in der Luft- und Raumfahrt als auch im Bereich der Reaktortechnologie tätig?,de
¿Qué empresas aerospaciales trabajar también en en tecnología de reactores?,es
Quali aziende lavorano sia nell'industria aerospaziale che sulle tecnologie dei reattori nucleari?,it
Quelles companies travaillent dans l'aérospatial et dans les réacteurs nucléaires?,fr
Welke bedrijven zijn zowel actief in de ruimtevaartindustrie als in de nucleaire industrie?,nl
Which state of the USA has the highest population density?,en
Welcher Staat in den USA hat die höchste Bevölkerungsdichte?,de
¿Que estado de los estados unidos de america tiene la mayor densidad de población?,es
Quale stato appartenente agli Stati Uniti d'America ha la densità di popolazione maggiore?,it
Quel état des Etats-Unis a la plus haute densité de population?,fr
Welke deelstaat van de Verenigde Staten heeft de hoogste bevolkingsdichtheid?,nl
Is the wife of president Obama called Michelle?,en
Heißt die Frau von Präsident Obama Michelle?,de
¿La mujer del presidente Obama se llama Michelle?,es
La moglie del presidente Obama si chiama Michelle?,it
L'épouse du président Obama s'appelle-t-elle Michelle?,fr
Heet de echtgenote van president Barack Obama Michelle?,nl
What is the highest mountain?,en
Was ist der höchste Berg?,de
¿Cuál es la montaña más alta?,es
Qual è la montagna più alta?,it
Quelle est la montagne la plus haute?,fr
Wat is de hoogste berg?,nl
Give me all Canadian Grunge record labels.,en
Gib mir alle kanadischen Grunge-Plattenfirmen.,de
Dame todos las empresas canadienses productoras de música Grunge.,es
Dammi tutti i produttori canadesi di musica Grunge.,it
Donnes-moi tous les labels discographiques canadiens de grunge.,fr
Noem alle Canadese grunge-platenlabels.,nl
What is the currency of the Czech Republic?,en
Was ist die Währung der Tschechischen Republik?,de
¿Cuál es la moneda de la república checa?,es
Qual è la valuta della Repubblica Ceca?,it
Quel est la devise de la Tchéquie?,fr
Wat is de munteenheid van Tsjechië?,nl
Give me all books written by Danielle Steel.,en
"Gib mir alle Bücher, die Danielle Steel geschrieben hat.",de
Dame todos los libros escritos por Danielle Steel.,es
Dammi tutti i libri scritti da Danielle Steel.,it
Donnes-moi tous les livres écrits par Danielle Steel.,fr
Noem alle boeken van Danielle Steel.,nl
In which films directed by Garry Marshall was Julia Roberts starring?,en
"In welchem Filmen, bei denen Garry Marshall Regie geführt hat, hat Julia Roberts mitgespielt?",de
¿En qué películas dirigidas por Garry Mashall actuó Julia Roberts?,es
In quale film diretto da Garry Marshall recita Julia Roberts?,it
Dans quels films dirigés par Garry Marshall joue Julia Roberts?,fr
In welke films die werden geregisseerd door Garry Marshall speelde Julia Roberts?,nl
Who developed the video game World of Warcraft?,en
Wer hat das Videospiel World of Warcraft entwickelt?,de
¿Quién desarrolló el videojuego Warcraft?,es
Chi ha creato il videogioco World of Warcraft?,it
Qui a développé World of Warcraft?,fr
Wie heeft het videospel World of Warcraft ontwikkeld?,nl
Who owns Aldi?,en
Wem gehört Aldi?,de
¿A quién pertenece Aldi?,es
Chi possiede Aldi?,it
Qui possède Aldi?,fr
Wie is de eigenaar van Aldi?,nl
How many employees does IBM have?,en
Wieviele Angestellte hat IBM?,de
¿Cuántos empleados tiene IBM?,es
Quanti dipendenti ha IBM?,it
Combien d'employés a IBM?,fr
Hoeveel medewerkers heeft IBM?,nl
What is the area code of Berlin?,en
Was ist die Vorwahl von Berlin?,de
¿Cuál es el prefijo de Berlin?,es
Qual è il prefisso di Berlino?,it
Quel est l'indicatif téléphonique de Berlin?,fr
Wat is het kengetal van Berlijn?,nl
When was the Battle of Gettysburg?,en
Wann fand die Schlacht von Gettysburg statt?,de
¿Cuándo tuvo lugar la batalla de Gettysburg?,es
Quando ha avuto luogo la battaglia di Gettysburg?,it
Quand se déroula la bataille de Gettysburg?,fr
Wanneer was de Slag bij Gettysburg?,nl
What are the official languages of the Philippines?,en
Was sind die Amtssprachen der Philippinen?,de
¿Cuáles son los idiomas oficiales de Las Philipinas?,es
Quali sono le lingue ufficiali delle Filippine?,it
Quels sont les langues officielles des Philippines?,fr
Wat zijn de  officiële talen van de Filippijnen?,nl
Is Frank Herbert still alive?,en
Lebt Frank Herbert noch?,de
¿Todavía vive Frank Herbert?,es
Frank Herbert è ancora vivo?,it
Frank Herbert est-il encore en vie?,fr
Leeft Frank Herbert nog?,nl
How many big fires struck Paris during the Middle Ages?,en
Wieviele Großbrände wüteten im Paris des Mittelalters?,de
¿Cuántos grandes incendios se produjeron en el Paris medieval?,es
Quanti grandi incendi sono scoppiati a Parigi nel Medioevo?,it
Quels grands incendies ont frappé Paris pendant le Moyen Âge?,fr
Hoeveel grote branden troffen Parijs in de Middeleeuwen?,nl
Who wrote the book Les Piliers de la terre?,en
Wer schrieb das Buch Die Säulen der Erde?,de
¿Quen escribió el libro Los pilares de la Tierra?,es
Chi ha scritto il libro I pilastri della Terra?,it
Qui a écrit le livre Les Piliers de la terre?,fr
Wie schreef het boek De Pilaren van de Aarde?,nl
Give me the homepage of Forbes.,en
Gib mir die Homepage von Forbes.,de
Dame la página de web de Forbes.,es
Dammi il sito internet di Forbes.,it
Quel est la site web de Forbes?,fr
Geef de homepage van Forbes.,nl
Is proinsulin a protein?,en
Ist Proinsulin ein Protein?,de
¿La proinsulina es una proteina?,es
a proinsulina è una proteina?,it
La pro-insuline est-elle une protéine?,fr
Is proinsuline een proteïne?,nl
Which awards did WikiLeaks win?,en
Welche Preise hat WikiLeaks gewonnen?,de
¿Qué premios ha ganado WikiLeaks?,es
Quali premi ha vinto WikiLeaks?,it
Quels prix ont été gagnés par Wikileaks?,fr
Welke prijzen heeft WikiLeaks gewonnen?,nl
List all episodes of the first season of the HBO television series The Sopranos!,en
Liste alle Episoden der ersten Staffel der HBO-Fernsehserie Die Sopranos auf.,de
Dame todos los episodios de la prímera época de la serie de HBO Los Sporanos.,es
Elenca tutti gli episodi della prima stagione della serie televisiva di HBO i Sopranos!,it
Donnes-moi tous les épisodes de la première saison de la série télévisée de HBO les Sopranos.,fr
Noem alle afleveringen van het eerste seizoen van de HBO-serie The Sopranos.,nl
Which country has the most official languages?,en
Welches Land hat die meisten Amtssprachen?,de
¿Qué país tiene más idiomas oficiales?,es
Quale stato ha più lingue ufficiali?,it
Quels pays a le plus de langues officielles?,fr
Welk land heeft de meeste officiële talen.,nl
Which U.S. states possess gold minerals?,en
In welchen US-Staaten gibt es Goldvorkommen?,de
¿En qué estados de los estados unidos de américa hay oro?,es
In quali stati degli Stati Uniti c'è l'oro?,it
Quels états des Etats-Unis d'Amérique possèdent de l'or?,fr
In welke deelstaat van de Verenigde Staten komt goud voor?,nl
What is the most beautiful painting?,en
Welches Gemälde ist das schönste?,de
¿Cuál es la pintur más bonita?,es
Qual è il dipinto più bello?,it
Quelle est la plus belle peinture du monde?,fr
Wat is het mooiste schilderij?,nl
Who is the daughter of Ingrid Bergman married to?,en
Mit wem ist die Tochter von Ingrid Bergman verheiratet?,de
¿Con quién está casada la hija de Ingrid Bergman?,es
Con chi è sposata la figlia di Ingrid Bergman?,it
Qui est l'épou de la fille d'Ingrid Bergman?,fr
Met wie is de dochter van Ingrid Bergman getrouwd?,nl
Is Egypts largest city also its capital?,en
Ist Ägyptens größte Stadt auch seine Hauptstadt?,de
¿Es la cuidad más grande de Egipto también capital?,es
La città più grande dell'Egitto è anche la sua capitale?,it
La ville la plus grande de l'Egypte est-elle sa capitale?,fr
Is de grootste stad van Egypte ook de hoofdstad?,nl
Which caves have more than 3 entrances?,en
Welche Höhlen haben mehr als 3 Eingänge?,de
¿Qué cuevas tienen más de 3 entradas?,es
Quali grotte hanno più di 3 entrate?,it
Quelles grottes ont plus de 3 entrées?,fr
Welke grotten hebben meer dan drie ingangen?,nl
Give me all films produced by Hal Roach.,en
Gib mir alle Filme des Produzenten Hal Roach.,de
Dame todas las películas del producente Hal Roach.,es
Dammi tutti i film prodotti da Hal Roach.,it
Donnes-moi tous les films produits par Hal Roach.,fr
Noem alle films die zijn geproduceerd door Hal Roach.,nl
Which bridges are of the same type as the Manhattan Bridge?,en
Welche Brücken sind vom gleichen Typ wie die Manhattan Bridge?,de
¿Qué puentes son del mismo tipo que el puente de Manhattan?,es
Quali ponti sono dello stesso tipo del ponte di Manhattan?,it
Quels ponts sont du même type que le pont de Manhattan?,fr
Welke bruggen zijn van hetzelfde type als de Manhattan Bridge?,nl
Was U.S. president Jackson involved in a war?,en
War US-Präsident Jackson in einen Krieg verwickelt?,de
¿Estuvo el el presidente de los estados unidos Jackson involucrado en una guerra?,es
Il presidente degli Stati Uniti Jackson è stato coinvolto in una guerra?,it
Le président Jackson a-t-il participé à une guerre?,fr
Was president Jackson van de Verenigde Staten betrokken bij een oorlog?,nl
Which software has been developed by organizations founded in California?,en
"Welche Softwareprodukte wurde von Unternehmen entwickelt, die in Kalifornien gegründet wurden?",de
¿Qué productos de software han sido desarrollados por empresas fundadas en California?,es
Quali software sono stati sviluppati da aziende fondate in California?,it
Quels logiciels ont été dévelopés par des agences fondées en Californie?,fr
Welke software is ontwikkeld door bedrijven opgericht in Californië?,nl
Who has been the 5th president of the United States of America?,en
Wer war der 5. Präsident der Vereinigten Staaten von Amerika?,de
¿Quién fue el quinto presidente de los estados unidos de américa?,es
Chi è stato il quinto presidente degli Stati Uniti d'America?,it
Qui fut le 5e président des Etats-Unis?,fr
Wie was de vijfde president van de Verenigde Staten?,nl
Which music albums contain the song Last Christmas?,en
Auf welchen Musikalben ist das Lied Last Christmas?,de
¿Qué albums musicales contienen la canción Las Christmas?,es
Quale album musicale contiene la canzone Last Christmas?,it
Quels albums contiennent le morceau Last Christmas?,fr
Op welke muziekalbums staat het nummer Last Christmas?,nl
Give me all female Russian astronauts.,en
Gib mir alle russischen Astronautinnen.,de
Dame todas las astronautas rusas.,es
Dammi tutte le austronaute russe.,it
Donnes-moi tous les astronautes féminins russes.,fr
Geef alle vrouwelijke Russische astronauten.,nl
Give me all actors starring in Last Action Hero.,en
"Gib mir alle Schauspieler, die in Last Action Hero mitgespielt haben.",de
Dame todos los actores que hayan actuado en Last Action Hero.,es
Dammi tutti gli attori che hanno recitato in Last Action Hero.,it
Noem alle acteurs uit de film Last Action Hero.,fr
Noem alle acteurs uit de film Last Action Hero.,nl
Give me all companies in the advertising industry.,en
"Gib mir alle Unternehmen, die in der Werbebranche tätig sind.",de
Dame todas las empresas publicitarias.,es
Dammi tutte le aziende pubblicitarie.,it
Donnes-moi toutes les agences de publicité.,fr
Noem alle bedrijven die in de reclamebranche actief zijn.,nl
Give me all animal species that live in the Teutoburg Forest.,en
"Gib mir alle Tierarten, die im Teutoburger Wald leben.",de
Dame todas las especies animales qué vivan en el Bosque Teutónico.,es
Dammi tutte le specie animali che vivono nella Foresta di Teutoburgo.,it
Donnes-moi toutes les espèces animales qui vivent dans la forêt de Teutberg.,fr
Noem alle diersoorten die leven in het Teutoburgerwoud.,nl
Which countries in the European Union adopted the Euro?,en
Welche Länder in der Europäischen Union haben den Euro übernommen?,de
¿Qué países de la unión europea han introducido el Euro?,es
Quali stati dell'Unione Europea hanno introdotto l'Euro?,it
Quels pays de l'Union Européene ont adopté l'Euro?,fr
Welke landen in de Europese Unie hebben de Euro geïntroduceerd?,nl
When was Capcom founded?,en
Wann wurde Capcom gegründet?,de
¿Cúando se fundó Capcom?,es
Quando è stata fondata Capcom?,it
Quand a été fondé Capcom?,fr
Wanneer werd Capcom opgericht?,nl
Give me all soccer clubs in the Premier League.,en
Gib mir alle Vereine in der Premier League.,de
