questions,lang
Chi ha sviluppato Slack?,it
Qui est le développeur de Slack?,fr
Wie ontwikkelde Slack?,nl
कौन ने स्लैक विकसित किया है?,hi_IN
Cine a dezvoltat Slack?,ro
Who was married to president Chirac?,en
Quem foi casada com o presidente Chirac?,pt_BR
Wer war mit Präsident Chirac verheiratet?,de
¿Quién estuvo casado con el presidente Chirac?,es
Chi è stato sposato con il presidente Chirac?,it
Qui était marrié avec le président Chirac?,fr
Wie was met president Chirac getrouwd?,nl
राष्ट्रपति चिराक से किसने विवाह किया था?,hi_IN
Cine a fost căsătorit cu președintele Chirac?,ro
What did Bruce Carver die from?,en
De que morreu Bruce Carver?,pt_BR
Woran ist Bruce Carver gestorben?,de
¿De qué murió Bruce Carver?,es
Di cosa è morto Bruce Carver?,it
Quel est la cause de décès de Bruce Carver?,fr
Waaraan overleed Bruce Carver?,nl
ब्रूस कार्वर कि मृत्यु किस से हुई?,hi_IN
Who painted The Storm on the Sea of Galilee?,en
Quem pintou Tormenta no Mar da Galileia?,pt_BR
Wer malte Christus im Sturm auf dem See von Galilea?,de
¿Quién pintó el Cristo en la tormenta en el lago de Galilea?,es
Chi dipinse il Cristo nella tempesta sul mare di Galilea?,it
Qui a peint Christ dans la tempête sur la mer de Galilée?,fr
Wie schilderde Christus in de storm op het meer van Galilea?,nl
किसने गलील के सागर पर द स्टॉर्म को चित्रित किया?,hi_IN
Which cities does the Weser flow through?,en
Em quais cidades o rio Weser passa?,pt_BR
وزر از چه شهرهایی می گذرد؟,fa
Durch welche Städte fließt die Weser?,de
¿Por qué ciudades pasa el río Weser?,es
Attraverso quali città scorre il fiume Weser?,it
Quels sont les villes traversées par la Weser?,fr
Door welke steden loopt de Weser?,nl
किन शहरों से वेसर का प्रवाह होता है?,hi_IN
Ce orașe străbate Weserul?,ro
How many seats does the home stadium of FC Porto have?,en
Quantas cadeiras tem o estádio do Futebol Clube do Porto,pt_BR
ورزشگاه باشگاه پورتو چند صندلی دارد؟,fa
Wieviele Plätze hat das Heimstadium des FC Porto?,de
¿Cuántos asientos tiene el estadio del FC Porto?,es
Quanti posti a sedere ha lo stadio del FC Porto,it
Quel est le nombre de sièges dans le stade de FC Porto?,fr
Hoeveel plaatsen heeft het stadion van FC Porto?,nl
एफसी पोर्टो के घर स्टेडियम में कितनी सीटें हैं?,hi_IN
Câte locuri are stadionul lui FC Porto?,ro
Who is the daughter of Robert Kennedy married to?,en
Com quem a filha de Robert Kennedy casou-se?,pt_BR
دختر رابرت کندی با چه کسی ازدواج کرده است؟,fa
Mit wem ist die Tochter von Robert Kennedy verheiratet?,de
¿Con quién está casada la hija de Robert Kennedy?,es
Con chi è sposata la figlia di Robert Kennedy?,it
Qui est l'époux de la fille de Robert Kennedy?,fr
Met wie is de dochter van Robert Kennedy getrouwd?,nl
रॉबर्ट कैनेडी की बेटी की कौन से शादी हुइ है?,hi_IN
Cu cine este căsătorită fiica lui Robert Kennedy?,ro
Which books by Kerouac were published by Viking Press?,en
Que livros de Kerouac foram publicados pela Viking Press?,pt_BR
چه کتاب هایی اثر کرواک توسط انتشارات وایکینگ منتشر شدند؟,fa
Welche Bücher von Kerouac wurden von Viking Press verlegt?,de
¿Qué libros de Kerouac han sido publicados por Viking Press?,es
Quali libri di Kerouac furono pubblicati da Viking Press?,it
Quels lives de Kerouac ont été publiés par Viking Press?,fr
Welke boeken van Jack Kerouac werden uitgegeven door Viking Press?,nl
वाइकिंग प्रेस द्वारा कैरौक की कौन सी किताबें प्रकाशित की गई थीं?,hi_IN
Ce cărți de Kerouac a fost publicate de Viking Press?,ro
How tall is Amazon Eve?,en
Qual a altura de Amazon Eve?,pt_BR
قد آمازون ایو چقدر است؟,fa
Wie groß ist Amazon Eve?,de
¿Cómo de alta es Amazon Eve?,es
Quanto è alta Amazon Eve?,it
Quelle est la taille de Amazon Eve?,fr
Hoe lang is Amazon Eve?,nl
अमेज़ॅन ईव कितनी लंबी है?,hi_IN
Ce înălțime are Amazon Eve?,ro
Which museum exhibits The Scream by Munch?,en
Em que museu está exposto O Grito de Munch?,pt_BR
In welchem Museum ist Der Schrei von Munch ausgestellt?,de
¿En qué museo está expuesto el Grito de Munch?,es
In quale museo è esposto l'Urlo di Munch?,it
Dans quel musée est exposé Le Cri de Munch?,fr
In welk museum hangt De Schreeuw van Munch?,nl
कौन सा संग्रहालय मंच द्वारा द स्क्रीम प्रदर्शित करता है?,hi_IN
În ce muzeu este expus “Strigătul” lui Munch?,ro
Who wrote the book Les Piliers de la terre?,en
Quem escreveu o livro Os Pilares da Terra?,pt_BR
Wer schrieb das Buch Die Säulen der Erde?,de
¿Quen escribió el libro Los pilares de la Tierra?,es
Chi ha scritto il libro I pilastri della Terra?,it
Qui a écrit le livre Les Piliers de la terre?,fr
Wie schreef het boek De Pilaren van de Aarde?,nl
लेस पिलीरेस डी ला टेरे किताब को किसने लिखा है?,hi_IN
Is James Bond married?,en
James Bond é casado?,pt_BR
Ist James Bond verheiratet?,de
¿Está James Bond casado?,es
James è Bond sposato?,it
James Bond est-il marié?,fr
Is James Bond getrouwd?,nl
क्या जेम्स बांड ने शादी की है?,hi_IN
James Bond este căsătorit?,ro
Who discovered Ceres?,en
Quem descobriu Ceres?,pt_BR
سرس را چه کسی کشف کرد؟,fa
Wer entdeckte Ceres?,de
¿Quién descubrió Ceres?,es
Chi ha scoperto Cerere?,it
Qui a découvert Cérès?,fr
Wie ontdekte Ceres?,nl
सेरेस की खोज किसने की?,hi_IN
Cine l-a descoperit pe Ceres?,ro
Which river does the Brooklyn Bridge cross?,en
Que rio a Ponte do Brooklyn cruza?,pt_BR
Welchen Fluss überspannt die Brooklyn Bridge?,de
¿Por qué río cruza la Brooklyn Bridge?,es
Quale fiume attraversa il ponte di Brooklyn?,it
Quelle cours d'eau est traversé par le pont de Brooklyn?,fr
Welke rivier overspant de Brooklyn Bridge?,nl
ब्रुकलिन ब्रिज को कोनसी नदी पार करती है?,hi_IN
Who was called Frank The Tank?,en
Quem foi chamado de Frank The Tank?,pt_BR
Wer wurde Frank The Tank genannt?,de
¿Quién era llamado Frank The Tank?,es
Chi venne chiamato Frank The Tank?,it
Qui était surnommé Frank The Tank?,fr
Wie werd er Frank The Tank genoemd?,nl
कौनको फ्रैंक द टैंक कहा जाता था?,hi_IN
Cine era numit Frank The Tank?,ro
What is the largest country in the world?,en
Qual é o maior país do mundo,pt_BR
بزرگترین کشور در دنیا کدام است؟,fa
Was ist das größte Land der Welt?,de
¿Cuál es el país más grande del mundo?,es
Qual è la nazione più grande al mondo?,it
Quel est le pays le plus grand du monde?,fr
Wat is het grootse land ter wereld?,nl
दुनिया का सबसे बड़ा देश क्या है?,hi_IN
Care este cea mai mare țară din lume?,ro
Who is the mayor of Paris?,en
Quem é o prefeito de Paris?,pt_BR
شهردار پاریس کیست؟,fa
Wer ist Bürgermeister von Paris?,de
¿Quién es el alcalde de París?,es
Chi è il sindaco di Parigi?,it
Qui est le maire de Paris?,fr
Wie is de burgemeester van Parijs?,nl
पेरिस का महापौर कौन है?,hi_IN
Cine este primarul Parisului?,ro
Who is the coach of Ankara's ice hockey team?,en
Quem é o treinador da equipe de hockey no gelo de Ankara?,pt_BR
سرمربی تیم هاکی آنکارا کیست؟,fa
Wer ist der Trainer von Ankaras Eishockeymannschaft?,de
¿Quién es el entrenador del equipo de hockey sobre hielo de Ankara?,es
Chi è l'allenatore della squadra di hockey di Ankara?,it
Qui est le coach de l'équipe d'hockey sur glace d'Ankara?,fr
Wie is de coach van het ijshockey team van Ankara.,nl
अंकारा के आइस हॉकी टीम का कोच कौन है?,hi_IN
Cine este antrenorul echipei de hochei pe gheață din Ankara?,ro
Who is the mayor of the capital of French Polynesia?,en
Quem é o prefeito da capital da Polinésia Francessa?,pt_BR
Wer ist der Bürgermeister der Hauptstadt von Französisch-Polynesien?,de
¿Quien es el alcalde de la capital de la Polinesia Francesa?,es
Chi è il sindaco della capitale della Polinesia Francese?,it
Qui est le maire de la capitale de la Polynésie Francaise?,fr
Wie is de burgermeester van de hoofdstad van Frans-Polynesië?,nl
फ्रेंच पोलिनेशिया की राजधानी का महापौर कौन है?,hi_IN
Cine este primarul capitaliei Polineziei Franceze?,ro
Which awards did Douglas Hofstadter win?,en
Que prêmios Douglas Hofstadter ganhou?,pt_BR
Welche Preise hat Douglas Hofstadter gewonnen?,de
¿Qué premios ha ganado Douglas Hofstadter?,es
Quali premi ha vinto Douglas Hofstadter?,it
Quels prix ont été gagnés par Douglas Hofstadter?,fr
Welke prijzen heeft Douglas Hofstadter gewonnen?,nl
डगलस हॉफस्टैडर ने किन पुरस्कारों को जीता है?,hi_IN
Ce premii a câștigat Douglas Hofstadter?,ro
How much did the Lego Movie cost?,en
Quanto custou The Lego Movie?,pt_BR
فیلم لگو چقدر هزینه داشت؟,fa
Wieviel hat der Legofilm gekostet?,de
¿Cuánto cuesta la película de Lego?,es
Quanto è costato il Lego Movie?,it
Combien a coûté le film de Légo,fr
Hoveel heeft de Lego Movie gekost?,nl
लेगो मूवी की लागत कितनी थी?,hi_IN
Cât de mult a costat filmul Lego?,ro
Where does Piccadilly start?,en
Onde começa a Piccadilly?,pt_BR
Wo fängt Piccadilly an?,de
¿Dónde empieza Piccadilly?,es
Dove inizia Piccadilly?,it
Où commence Piccadilly?,fr
Waar begint Piccadilly?,nl
पिकाडिली कहां शुरू होती है?,hi_IN
Unde începe Piccadilly?,ro
Do Prince Harry and Prince William have the same parents?,en
O Príncipe Harry e o Príncipe William têm os mesmos pais?,pt_BR
Haben Prinz Harry und Prinz William dieselben Eltern?,de
¿Tienen el príncipe Harry y el prínciple William la misma madre?,es
Il principe Harry e il principe William hanno gli stessi genitoris?,it
Ont les princes Harry et William la même mère?,fr
Hebben prins Harry en prins William dezelfde ouders?,nl
क्या प्रिंस हैरी और प्रिंस विलियम के माता-पिता एक हैं?,hi_IN
Prințul Harry și Prințul William au aceiași părinți?,ro
Who played Agent Smith in Matrix?,en
Quem interpretou o Agente Smith em Matrix?,pt_BR
Wer hat Agent Smith in Matrix gespielt?,de
¿Quien actuó como el agente Smith en Matrix?,es
Chi interpretava l'agente Smith in Matrix?,it
Qui a joué Agent Smith dans Matrix?,fr
Wie speelde Agent Smith in Matrix?,nl
मैट्रिक्स में किसने एजेंट स्मिथ को निभाया है ?,hi_IN
Cine l-a jucat pe Agent Smith în Matrix?,ro
How many languages are spoken in Turkmenistan?,en
Quantos idiomas são falados no Turquemenistão?,pt_BR
چند زبان در ترکمنستان صحبت می شود؟],fa
Wieviele Sprachen werden in Turkmenistan gesprochen?,de
¿Cuántos idiomas se hablan en Turkmenistán?,es
Quante lingue sono parlate in Turkmenistan?,it
Combien de langues sont parlées au Turkménistan?,fr
Hoeveel talen worden er gesproken in Turkmenistan?,nl
तुर्कमेनिस्तान में कितनी भाषाएं बोली जाती हैं?,hi_IN
Câte limbi sunt vorbite în Turkmenistan?,ro
In which films did Julia Roberts as well as Richard Gere play?,en
Em que filmes Julia Roberts e Richard Gere atuaram?,pt_BR
در چه فیلم هایی جولیا رابرتس همچنین ریچارد گییر بازی کردند؟,fa
In welchen Filmen spielen sowohl Julia Roberts als auch Richard Gere mit?,de
¿En qué películas actúan Julia Roberts y Richard Gere?,es
In quali film recitano sia Julia Roberts che Richard Gere?,it
Dans quels films jouent Julia Roberts et Richard Gere?,fr
In welke films speelden zowel Julia Roberts als Richard Gere?,nl
जूलिया रॉबर्ट्स और रिचर्ड गेरे ने किस फिल्म में अभिनय किया था?,hi_IN
În ce filme joacă Julia Roberts precum și Richard Gere?,ro
In which country does the Ganges start?,en
Em que país nasce o Ganges?,pt_BR
In welchem Land entspringt der Ganges?,de
¿En qué país nace el Ganges?,es
In quale stato nasce il Gange?,it
Dans quel pays commence le Gange?,fr
In welk land ontspringt de Ganges?,nl
गंगा किस देश में शुरू होती है?,hi_IN
Din ce țară izvorăște Ganga?,ro
In which year was Rachel Stevens born?,en
Em que ano nasceu Rachel Stevens?,pt_BR
ریچل استیونز در چه سالی متولد شد؟,fa
In welchem Jahr wurde Rachel Stevens geboren?,de
¿En que año nació Rachel Stevens?,es
In quale anno è nata Rachel Stevens?,it
Quand est née Rachel Stevens?,fr
In welk jaar word Rachel Stevens geboren?,nl
रेचल स्टीवंस का जन्म किस साल हुआ था?,hi_IN
În ce an s-a născut Rachel Stevens?,ro
Is Barack Obama a democrat?,en
Barack Obama é um Democrata?,pt_BR
Ist Barack Obama ein Demokrat?,de
¿Es Barack Obama demócrata?,es
Barack Obama è un democratico?,it
Barack Obama est-il un démocrate?,fr
Is Barack Obama een democraat?,nl
क्या बराक ओबामा एक डेमोक्रेट है?,hi_IN
Barack Obama este un democrat?,ro
Where was Bach born?,en
Onde nasceu Bach?,pt_BR
Wo wurde Bach geboren?,de
¿Dónde nació Bach?,es
Dove è nato Bach?,it
Où est né Bach?,fr
Waar was Bach geboren?,nl
बाख का जन्म कहाँ हुवा था?,hi_IN
Unde s-a născut Bach?,ro
How often did Jane Fonda marry?,en
Quantas vezes Jane Fonda se casou?,pt_BR
جین فوندا چند بار ازدواج کرد؟,fa
Wie oft hat Jane Fonda geheiratet?,de
¿Cuántas veces ha estado casada Jane Fonda?,es
Quante volte si è sposata Jane Fonda?,it
Combien de fois s'est mariée Jane Fonda?,fr
Hoe vaak is Jane Fonda getrouwd?,nl
जेन फोंडा ने कितनी बार शादी की?,hi_IN
Cât de des s-a măritat Jane Fonda?,ro
Who was the first to climb Mount Everest?,en
Quem foi o primeiro a escalar o Monte Everest?,pt_BR
Wer hat als erstes den Mount Everest bestiegen?,de
¿Quién fue el primero en ascender al Monte Everest?,es
Chi è stato il primo a scalare il Monte Everest?,it
Qui est la première personne à conquerir le Mont Everest?,fr
Wie was de eerste die de Mount Everest beklom?,nl
माउंट एवरेस्ट पर चढ़ने वाला पहला कौन था?,hi_IN
Cine a fost primul om care a escaladat muntele Everest?,ro
How many people live in Poland?,en
Quantas pessoas vivem na Polônia,pt_BR
چند نفر در لهستان زندگی می کنند؟,fa
Wieviele Menschen leben in Polen?,de
¿Cuántas personas viven en Polonia?,es
Quante persone vivono in Polonia?,it
Combien de personnes vivent en Pologne?,fr
Hoeveel mensen wonen er in Polen?,nl
पोलैंड में कितने लोग रहते हैं?,hi_IN
Câți oameni locuiesc în Polonia?,ro
What is the location of the Houses of Parliament?,en
Onde fica o Palácio de Westminster?,pt_BR
مکان کاخ وستمینستر کجاست؟,fa
Wo ist der Westminster-Palast?,de
¿Donde están situadas las Casas del Parlamento?,es
Dove si trova il Palazzo di Westminster?,it
Où se trouve le palais de Westminster?,fr
Waar is de Palace of Westminster?,nl
संसद के सदनों का स्थान क्या है?,hi_IN
Care este locația Palatului Westminster?,ro
Is Christian Bale starring in Batman Begins?,en
Christian Bale atua em Batman Begins?,pt_BR
Spielt Christian Bale in Batman Begins mit?,de
¿Actúa Christian Bale en Batman Begins?,es
Christian Bale ha recitato in Batman Begins?,it
Christian Bale joue-t-il dans Batman Begins?,fr
Speelt Christian Bale in Batman Begins?,nl
क्या क्रिस्चियन बॉल बैटमैन बेगिंस में है?,hi_IN
In which country is the Limerick Lake?,en
Em que país fica o Lago Limerick?,pt_BR
In welchem Land befindet sich der Limerick Lake?,de
¿En qué país se encuentra el lago Limerick?,es
In quale stato si trova il lago Limerick?,it
Dans quel pays se trouve le lac Limerick?,fr
In welk land ligt Limerick Lake?,nl
लिमरिक झील किस देश में है?,hi_IN
What was the last movie with Alec Guinness?,en
Qual foi o último filme de Alec Guinness?,pt_BR
آخرین فیلم الک گینس چه بود؟,fa
Was war der letzte Film mit Alec Guinness?,de
¿Cuál fue la última película con Alec Guinness?,es
Qual è l'ultimo film con Alec Guinness?,it
Quel est le dernier film d'Alec Guinness?,fr
Wat was de laatste film met Alec Guinness?,nl
एलेक गिनीज की आखिरी फिल्म क्या थी?,hi_IN
Care a fost ultimul film cu Alec Guinness?,ro
What is the highest mountain in Australia?,en
Qual a montanha mais alta da Austrália?,pt_BR
Was ist der höchste Berg in Australien?,de
¿Cuál es la montaña más alta de Australia?,es
Qual è la montagna più alta d'Australia?,it
Quelle est la plus haute montagne d'Australie?,fr
Wat is de hoogste berg van Australië?,nl
ऑस्ट्रेलिया में सर्वोच्च पर्वत कोनसा है?,hi_IN
Is Frank Herbert still alive?,en
Frank Herbert ainda vive?,pt_BR
Lebt Frank Herbert noch?,de
¿Todavía vive Frank Herbert?,es
Frank Herbert è ancora vivo?,it
Frank Herbert est-il encore en vie?,fr
Leeft Frank Herbert nog?,nl
क्या फ्रैंक हरबर्ट अभी भी जीवित है?,hi_IN
Who created Family Guy?,en
Quem criou Family Guy?,pt_BR
چه کسی مرد خانواده را ساخته است؟,fa
Wer hat sich Family Guy ausgedacht?,de
¿Quién creó Family Guy?,es
Chi ha creato I Griffin?,it
Qui est le créateur de Family Guy?,fr
Wie heeft Family Guy bedacht?,nl
फॅमिली गाए कौन ने बनाया है?,hi_IN
Cine a creat Family Guy?,ro
What is the official language of Suriname?,en
Qual a língua oficial do Suriname?,pt_BR
Was ist die Amtssprache Von Surinam?,de
¿Cuál es la idioma oficial de Surinam?,es
Qual è la lingua ufficiale del Suriname?,it
Quelle est la langue officielle du Suriname?,fr
Wat is de officiële taal van Suriname?,nl
सूरीनाम की आधिकारिक भाषा क्या है?,hi_IN
Care este limba oficială din Suriname?,ro
Who wrote the song Hotel California?,en
Quem escreveu a canção Hotel California?,pt_BR
چه کسی آهنگ هتل کالیفرنیا را نوشت؟,fa
Wer hat das Lied Hotel California geschrieben?,de
¿Quién escribió la canción Hotel California?,es
Chi ha scritto la canzone Hotel California?,it
Qui a composé la chanson Hotel California?,fr
Wie schreef het lied Hotel California?,nl
गीत होटल कैलिफोर्निया कोंन ने लिखा था?,hi_IN
Cine a compus cântecul Hotel California?,ro
Give me all actors starring in movies directed by William Shatner.,en
Liste todos os atores que estrelaram em filmes dirigidos por William Shatner.,pt_BR
تمام بازیگرانی که در فیلم های کارگردانی شده توسط ویلیام شاتنر بازی کرده اند را لیست کن.,fa
"Gib mir alle Schauspieler von Filmen, in denen William Shatner Regie geführt hat.",de
Dame todos los actores de películas dirigidas por William Shatner.,es
Dammi tutti gli attori che recitano in film diretti da William Shatner.,it
Donnes-moi tous les acteurs qui ont joué dans des films réalisés par Williams Shatner.,fr
Geef alle acteurs van films waar William Shatner de regie van voerde.,nl
विलियम शेटनेर द्वारा निर्देशित फिल्मों में सभी कलाकारों की सूचि दे।,hi_IN
Dă-mi toți actorii care joacă roluri principale în filme regizate de William Shatner.,ro
What is in a chocolate chip cookie?,en
Quais são os ingredientes do biscoito de chocolate?,pt_BR
چه چیزهایی در یک کیک شکلاتی هست؟,fa
Was ist in Chocolate Chip Cookies drin?,de
¿Qué contiene una galleta de chocolate?,es
Cosa c'e' in un biscotto con gocce di cioccolato?,it
Quels sont les ingrédients d'un cookie au chocolat,fr
Wat heb je nodig voor chocolate chip cookies?,nl
चॉकलेट चिप कुकी में क्या है?,hi_IN
Ce conține un biscuit cu fulgi de ciocolată?,ro
Give me all professional skateboarders from Sweden.,en
Liste todos os skatistas profissionais da Suécia.,pt_BR
Gib mir alle Profiskateboarder aus Schweden.,de
Dame todos las skateboarders profesionales de Suecia.,es
Dammi tutti gli skateboarders professionisti di Svezia.,it
Donne-moi tous les skateboarders professionnels de Suède.,fr
Noem alle professionele skateboarders uit Zweden.,nl
मुझे स्वीडन से सभी पेशेवर स्केटबोर्डर की सूचि दो।,hi_IN
Which ingredients do I need for carrot cake?,en
Que ingredientes eu preciso para um bolo de cenoura?,pt_BR
چه مواد اولیه ای را من برای کیک هویج نیاز دارم؟,fa
Welche Zutaten brauche ich für Möhrenkuchen?,de
¿Qué ingredientes son necesarios para una tarta de zanahorias?,es
Di quali ingredienti ho bisogno per la torta di carote?,it
Quels sont les ingrédients du gateau aux carottes?,fr
Welke ingrediënten heb ik nodig voor worteltaart?,nl
गाजर केक के लिए मुझे कौन से सामग्री की आवश्यकता है?,hi_IN
De ce ingrediente am nevoie pentru tort de morcovi?,ro
Does Neymar play for Real Madrid?,en
O Neymar joga no Real Madrid?,pt_BR
آیا نیمار برای رئال مادرید بازی می کند؟,fa
Spielt Neymar für Real Madrid?,de
¿juega Neymar en el Real Madrid?,es
Neymar gioca per il Real Madrid?,it
Est-ce que Neymar joue pour Madrid?,fr
Speelt Neymar bij Real Madrid?,nl
क्या नेयमार रियल मैड्रिड के लिए खेलते हैं?,hi_IN
Neymar joacă pentru Real Madrid?,ro
Which computer scientist won an oscar?,en
Que cientista da computação ganhou um Oscar?,pt_BR
کدام دانشمند کامپیوتر اسکار برده است؟,fa
Welcher Informatiker hat einen Oscar gewonnen?,de
¿Qué ingeniero informático ganó un Oscar?,es
Quale informatico ha vinto un Oscar?,it
Quel informaticien a gagné un Oscar?,fr
Welke informaticus won een Oscar?,nl
किस कंप्यूटर वैज्ञानिक ने ऑस्कर जीता?,hi_IN
Care informatician a câștigat un Oscar?,ro
How many companies were founded in the same year as Google?,en
Quantas empresas foram fundadas no mesmo ano que o Google?,pt_BR
چه تعداد شرکت در سال یکسانی با گوگل تأسیس شدند؟,fa
Wieviele Firmen wurden im selben Jahr wie Google gegründet?,de
¿Cuántas compañías fueron fundadas en el mismo año que Google?,es
Quante società sono state fondate nello stesso anno di Google?,it
Combien de companies ont été fondées la même année que Google?,fr
Hoeveel bedrijven werden opgericht in hetzelfde jaar als Google?,nl
कितनी कंपनियां स्थापित की गईं जिस वर्ष में गूगल हुइ?,hi_IN
Câte companii au fost înființate în același an cu Google?,ro
In which UK city are the headquarters of the MI6?,en
Em que cidade da Inglaterra está a sede do MI6?,pt_BR
In welcher Stadt im Vereinigten Königreich ist das Hauptquartier des MI6?,de
¿En qué ciudad del reino unido se encuentra el cuartel genetal del MI6?,es
In quale città del Regno Unito si trova il quartier generale del MI6?,it
Dans quelle ville anglaise se trouvent les quartiers genéraux du MI6?,fr
In welke Britse stad is het hoofdkwartier van MI6 gevestigd?,nl
किस यूके शहर में एमआई-6 का मुख्यालय है?,hi_IN
În care oraș din Regatul Unit se află cartierul general al MI6?,ro
Was the Cuban Missile Crisis earlier than the Bay of Pigs Invasion?,en
A Crise dos Mísseis de Cuba ocorreu antes da Invasão da Baía dos Porcos?,pt_BR
War die Kubakrise vor der Schweinebuchtinvasion?,de
¿Fué la crisis de cuba antes de la invasión de bahía de cochinos?,es
La crisi dei missili di Cuba avvenne prima dello sbarco nella Baia dei Porci?,it
La crise des missiles de Cuba a-t-elle eu lieu avant the débarquement de la baie des Cochons?,fr
Was de Cubacrisis eerder dan de invasie in de Varkensbaai?,nl
क्या क्यूबाई मिसाइल संकट बे ऑफ़ पिग्स आक्रमण के पहले हुआ था?,hi_IN
What does IYCM stand for?,en
Qual o significado de IYCM?,pt_BR
Wofür steht IYCM?,de
¿Qué abrevia IYCM?,es
Che cosa significa IYCM?,it
Que veut dire IYCM?,fr
Waarvoor staat de afkorting IYCM?,nl
आईसीवायएम् का पूर्ण प्रपत्र क्या है?,hi_IN
Ce înseamnă IYCM?,ro
When did the Ming dynasty dissolve?,en
Quando a Dinastia Ming acabou?,pt_BR
Wann endete die Ming-Dynastie?,de
¿Cuándo se disolvió la dinastía de Ming?,es
Quando è scomparsa la dinastia Ming?,it
Quand la dynastie Ming s'est-elle dissoute?,fr
